Photo_Table::Web,CommonName,FileNameOrigin,PhotoID_pi,FileName,Image,File Name_origin,DateYear_pi,DateMonth_pi,DateDay_pi,FIleName_Old_pi,Date,Time,File Path,DateSeason_txt_pi,DateSeason#_pi,DateYearDay_pi,Photo_Desc_pi,EXIF_FN_cal_pi,EXIF_AV_cal_pi,EXIF_Exp_pi,EXIF_FocalLength_cal_pi,PhotoAltTitle,EXIF_ISO_pi,EXIF_SS_cal_pi,Keywords_pi,LocationID_pi,Species,CommonName_pi,Name_Individual_Plant_Nickname,Name#_Individual,PhotographerName_auto_pi,Camera_Make_pi,LocDesc_pi,LatinName_pi,Camera_Model_pi,LocName,Photo_verify_pi,Photo_verify_OK_pi,Species_Table::NameAlt1,Photo_View,Photo_Quality,EcoType,Photo_Repeatable,Photo_Comparison,LocElevation_pi,Lat,LocElevation_pi_calc_2,Weather_pi,FlowerPhase,Long,LocSlope_pi,Flower#_pi,LocAspect_pi,Flower%_pi,FacilitiesManagement_pi,Lat_Long_pi,LeafPhase,Leaf%_pi,WebGallery_Done?_pi,Canopy%_pi,Dead_or_Alive_pi,WebGalleryHTML_pi,FieldNotes_pi,Associated_PlantsID_pi,Invasive_PlantsID_pi,ToDo_pi,Associated_AnimalsID_pi,Associated_BirdsID_pi,Associated_PhenomenaID_pi,Flower_Phase#_pi,Leaf_Phase#_pi,CreatedBy_pi,CreatedBy_Date_pi,Species_Table::FlowerShape,Species_Table::FlowerPetal#,Species_Table::FlowerColour,ModifiedBy_pi,ModifiedBy_Date_pi,Species_Table::LeafShape,Species_Table::LeafPerStem#,NameNoExt,FileNameTb
,Bird Cherry,oece_gom_2014_05_27_IMG_4093.jpg,101,oece_gom_2014_05_27_IMG_4093_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4093_web.jpg,oece_gom_2014_05_27_IMG_4093.jpg,2014,5,27,4093,2014-05-27, 2:39:10 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4093_web.jpg,0,3,147,,4,4,1100,4.5,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27.",160,6.643856,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,53910,48.460858,53,,,-123.319258,,,,,,48.46085812,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4093_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4093_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_05_27_IMG_4093,oece_gom_2014_05_27_IMG_4093_tb.jpg
,Bird Cherry,oece_gom_2014_05_27_IMG_4098.jpg,102,oece_gom_2014_05_27_IMG_4098_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4098_web.jpg,oece_gom_2014_05_27_IMG_4098.jpg,2014,5,27,4098,2014-05-27, 2:39:59 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4098_web.jpg,0,3,147,,5.6,4.970854,150,32.8,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27.",800,5.643856,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,2715,48.46083,54,,,-123.319272,,,,,,48.46083012,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4098_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4098_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_05_27_IMG_4098,oece_gom_2014_05_27_IMG_4098_tb.jpg
,Bird Cherry,oece_gom_2014_05_27_IMG_4110.jpg,103,oece_gom_2014_05_27_IMG_4110_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4110_web.jpg,oece_gom_2014_05_27_IMG_4110.jpg,2014,5,27,4110,2014-05-27, 2:42:12 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4110_web.jpg,0,3,147,,3.5,3.61471,130,4.5,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27.",200,4.906891,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,53910,48.460863,53,,,-123.319345,,,,,,48.46086312,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4110_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4110_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_05_27_IMG_4110,oece_gom_2014_05_27_IMG_4110_tb.jpg
,Bird Cherry,oece_gom_2014_05_27_IMG_4116.jpg,104,oece_gom_2014_05_27_IMG_4116_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4116_web.jpg,oece_gom_2014_05_27_IMG_4116.jpg,2014,5,27,4116,2014-05-27, 2:43:13 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_05_27_IMG_4116_web.jpg,0,3,147,,3.5,3.61471,1125,4.5,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27.",400,6.965784,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,54110,48.460703,54,,,-123.319312,,,,,,48.46070312,,,,,,"<a name=""Spring2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4116_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_05_27_IMG_4116_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-05-27."" class=""imgtb"" border=""1""></a><br>May 27, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_05_27_IMG_4116,oece_gom_2014_05_27_IMG_4116_tb.jpg
,Bird Cherry,oece_gom_2014_06_23_IMG_2165.jpg,267,oece_gom_2014_06_23_IMG_2165_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2165_web.jpg,oece_gom_2014_06_23_IMG_2165.jpg,2014,6,23,2165,2014-06-23, 4:20:33 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2165_web.jpg,0,4,174,,4,4,150,4.5,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23.",160,5.643856,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,,48.464633,,,,-123.318137,,,,,,48.46463312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2165_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2165_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_06_23_IMG_2165,oece_gom_2014_06_23_IMG_2165_tb.jpg
,Bird Cherry,oece_gom_2014_06_23_IMG_2167.jpg,204,oece_gom_2014_06_23_IMG_2167_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2167_web.jpg,oece_gom_2014_06_23_IMG_2167.jpg,2014,6,23,2167,2014-06-23, 4:20:45 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2167_web.jpg,0,4,174,,4.5,4.33985,160,16.6,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23.",320,5.906891,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,,48.464633,,,,-123.318137,,,,,,48.46463312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2167_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2167_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_06_23_IMG_2167,oece_gom_2014_06_23_IMG_2167_tb.jpg
,Bird Cherry,oece_gom_2014_06_23_IMG_2174.jpg,239,oece_gom_2014_06_23_IMG_2174_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2174_web.jpg,oece_gom_2014_06_23_IMG_2174.jpg,2014,6,23,2174,2014-06-23, 4:21:48 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2174_web.jpg,0,4,174,,4,4,130,5.4,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23.",160,4.906891,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,1332,48.460845,66,,,-123.31938,,,,,,48.46084512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2174_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2174_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_06_23_IMG_2174,oece_gom_2014_06_23_IMG_2174_tb.jpg
,Bird Cherry,oece_gom_2014_06_23_IMG_2176.jpg,240,oece_gom_2014_06_23_IMG_2176_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2176_web.jpg,oece_gom_2014_06_23_IMG_2176.jpg,2014,6,23,2176,2014-06-23, 4:22:10 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_gom_2014_06_23_IMG_2176_web.jpg,0,4,174,,3.5,3.61471,1160,5.4,"Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23.",400,7.321928,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,280,Garry Oak Meadow,,,"Indian Plum
June Plum",,,,,,3325,48.460828,66,,,-123.319378,,,,,,48.46082812,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2176_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_gom_2014_06_23_IMG_2176_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" alt=""Bird Cherry, with , and , at Garry Oak Meadow, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(gom)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_gom_2014_06_23_IMG_2176,oece_gom_2014_06_23_IMG_2176_tb.jpg
,Bird Cherry,oece_wcw_2010_02_16_IMG_5484.jpg,105,oece_wcw_2010_02_16_IMG_5484_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_wcw_2010_02_16_IMG_5484_web.jpg,oece_wcw_2010_02_16_IMG_5484.jpg,2010,2,16,5484,2010-02-16, 6:29:25 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/oece_wcw_2010_02_16_IMG_5484_web.jpg,0,2,47,,3.5,3.61471,140,26.8,"Bird Cherry, with , and , at West Campus Way, 2010-02-16.",,5.321928,,0,oece,Bird Cherry,,,Wendy Anthony,0,,0,3,West Campus Way,,,"Indian Plum
June Plum",,,,,,,48.465297,,,,-123.31777,,,,,,48.46529712,,,,,,"<a name=""Late Winter2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/oece_wcw_2010_02_16_IMG_5484_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/oece_wcw_2010_02_16_IMG_5484_tb.jpg"" width=""180"" height=""135"" title=""Bird Cherry, with , and , at West Campus Way, 2010-02-16."" alt=""Bird Cherry, with , and , at West Campus Way, 2010-02-16."" class=""imgtb"" border=""1""></a><br>Feb 16, 2010<br>(wcw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,"Pointed
Alternate
Smooth Edge",1,oece_wcw_2010_02_16_IMG_5484,oece_wcw_2010_02_16_IMG_5484_tb.jpg
,Black Cottonwood,pobatr_bc9_2014_06_23_IMG_2303.jpg,246,pobatr_bc9_2014_06_23_IMG_2303_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bc9_2014_06_23_IMG_2303_web.jpg,pobatr_bc9_2014_06_23_IMG_2303.jpg,2014,6,23,2303,2014-06-23, 4:49:59 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bc9_2014_06_23_IMG_2303_web.jpg,0,4,174,,5.6,4.970854,180,34.5,"Black Cottonwood, with , and , at Bowker Creek Parking Lot 9, 2014-06-23.",800,6.321928,,9,pobatr,Black Cottonwood,,,Wendy Anthony,0,,0,280,Bowker Creek Parking Lot 9,,,Cottonwood Poplar,,,,,,2085,48.464755,41,,,-123.318483,,,,,,48.46475512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bc9_2014_06_23_IMG_2303_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bc9_2014_06_23_IMG_2303_tb.jpg"" width=""180"" height=""135"" title=""Black Cottonwood, with , and , at Bowker Creek Parking Lot 9, 2014-06-23."" alt=""Black Cottonwood, with , and , at Bowker Creek Parking Lot 9, 2014-06-23."" class=""imgtb"" border=""1""></a><br>Jun 23, 2014<br>(bc9)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,Pointed,,pobatr_bc9_2014_06_23_IMG_2303,pobatr_bc9_2014_06_23_IMG_2303_tb.jpg
,Black Cottonwood,pobatr_bcb_2009_03_26_IMG_4918.jpg,109,pobatr_bcb_2009_03_26_IMG_4918_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bcb_2009_03_26_IMG_4918_web.jpg,pobatr_bcb_2009_03_26_IMG_4918.jpg,2009,3,26,4918,2009-03-26, 6:09:20 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bcb_2009_03_26_IMG_4918_web.jpg,0,3,85,Uni 201 ethnobotany walk with Brenda Beckwith; Black Cottonwood branches silhouetted against the evening sky,3.5,3.61471,1160,16.8,"Black Cottonwood, with , and , at Bowker Creek Bridge, 2009-03-26.",,7.321928,,0,pobatr,Black Cottonwood,,,Wendy Anthony,0,,0,3,Bowker Creek Bridge,,,Cottonwood Poplar,,,,,,,48.46562,,"cool, cloudy",,-123.319522,,,,,,48.46562012,,,,,,"<a name=""Spring2009""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bcb_2009_03_26_IMG_4918_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bcb_2009_03_26_IMG_4918_tb.jpg"" width=""180"" height=""135"" title=""Black Cottonwood, with , and , at Bowker Creek Bridge, 2009-03-26."" alt=""Black Cottonwood, with , and , at Bowker Creek Bridge, 2009-03-26."" class=""imgtb"" border=""1""></a><br>Mar 26, 2009<br>(bcb)",,,English Ivy,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,Pointed,,pobatr_bcb_2009_03_26_IMG_4918,pobatr_bcb_2009_03_26_IMG_4918_tb.jpg
,Black Cottonwood,pobatr_bcb_2010_03_23_IMG_8188.jpg,110,pobatr_bcb_2010_03_23_IMG_8188_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bcb_2010_03_23_IMG_8188_web.jpg,pobatr_bcb_2010_03_23_IMG_8188.jpg,2010,3,23,8188,2010-03-23, 6:17:36 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bcb_2010_03_23_IMG_8188_web.jpg,0,3,82,,3.2,3.356144,180,10.2,"Black Cottonwood, with , and , at Bowker Creek Bridge, 2010-03-23.",,6.321928,,0,pobatr,Black Cottonwood,,,Wendy Anthony,0,,0,3,Bowker Creek Bridge,,,Cottonwood Poplar,,,,,,,48.465625,,,,-123.319587,,,,,,48.46562512,,,,,,"<a name=""Spring2010""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bcb_2010_03_23_IMG_8188_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bcb_2010_03_23_IMG_8188_tb.jpg"" width=""180"" height=""135"" title=""Black Cottonwood, with , and , at Bowker Creek Bridge, 2010-03-23."" alt=""Black Cottonwood, with , and , at Bowker Creek Bridge, 2010-03-23."" class=""imgtb"" border=""1""></a><br>Mar 23, 2010<br>(bcb)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,Pointed,,pobatr_bcb_2010_03_23_IMG_8188,pobatr_bcb_2010_03_23_IMG_8188_tb.jpg
,Black Cottonwood,pobatr_bcm_2009_04_06_IMG_5131.jpg,111,pobatr_bcm_2009_04_06_IMG_5131_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bcm_2009_04_06_IMG_5131_web.jpg,pobatr_bcm_2009_04_06_IMG_5131.jpg,2009,4,6,5131,2009-04-06, 5:42:09 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/pobatr_bcm_2009_04_06_IMG_5131_web.jpg,0,3,96,,4,4,1320,12.6,"Black Cottonwood, with , and , at Bowker Creek / McGill Rd, 2009-04-06.",,8.321928,,0,pobatr,Black Cottonwood,,,Wendy Anthony,0,,0,3,Bowker Creek / McGill Rd,,,Cottonwood Poplar,,,,,,,48.466948,,,,-123.318122,,,,,,48.46694812,,,,,,"<a name=""Spring2009""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bcm_2009_04_06_IMG_5131_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/pobatr_bcm_2009_04_06_IMG_5131_tb.jpg"" width=""180"" height=""135"" title=""Black Cottonwood, with , and , at Bowker Creek / McGill Rd, 2009-04-06."" alt=""Black Cottonwood, with , and , at Bowker Creek / McGill Rd, 2009-04-06."" class=""imgtb"" border=""1""></a><br>Apr 06, 2009<br>(bcm)",,,,,,,,,,Wendy Anthony,2014-07-13,,,White,Wendy Anthony,2014-07-13,Pointed,,pobatr_bcm_2009_04_06_IMG_5131,pobatr_bcm_2009_04_06_IMG_5131_tb.jpg
,Bracken Fern,ptaq_mv_2014_07_02_IMG_3614.jpg,281,ptaq_mv_2014_07_02_IMG_3614_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ptaq_mv_2014_07_02_IMG_3614_web.jpg,ptaq_mv_2014_07_02_IMG_3614.jpg,2014,7,2,3614,2014-07-02, 5:08:06 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/ptaq_mv_2014_07_02_IMG_3614_web.jpg,0,4,183,,3.5,3.61471,160,4.5,"Bracken Fern, with , and , at Mystic Vale, 2014-07-02.",200,5.906891,,0,ptaq,Bracken Fern,,,Wendy Anthony,0,,0,280,Mystic Vale,,,Western Brackenfern ,,,,,,,48.461572,,,,-123.30267,,,,,,48.46157212,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/ptaq_mv_2014_07_02_IMG_3614_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/ptaq_mv_2014_07_02_IMG_3614_tb.jpg"" width=""180"" height=""135"" title=""Bracken Fern, with , and , at Mystic Vale, 2014-07-02."" alt=""Bracken Fern, with , and , at Mystic Vale, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(mv)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,ptaq_mv_2014_07_02_IMG_3614,ptaq_mv_2014_07_02_IMG_3614_tb.jpg
,Bull Thistle,civu_sw_2014_07_02_IMG_3881.jpg,355,civu_sw_2014_07_02_IMG_3881_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/civu_sw_2014_07_02_IMG_3881_web.jpg,civu_sw_2014_07_02_IMG_3881.jpg,2014,7,2,3881,2014-07-02, 6:17:51 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/civu_sw_2014_07_02_IMG_3881_web.jpg,0,4,183,,6.3,5.310704,160,4.5,"Bull Thistle, with , and , at South Woods, 2014-07-02.",800,5.906891,,0,civu,Bull Thistle,,,Wendy Anthony,0,,0,280,South Woods,,,,,,,,,66710,48.459892,66,,,-123.309113,,,,,,48.45989212,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/civu_sw_2014_07_02_IMG_3881_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/civu_sw_2014_07_02_IMG_3881_tb.jpg"" width=""180"" height=""135"" title=""Bull Thistle, with , and , at South Woods, 2014-07-02."" alt=""Bull Thistle, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,civu_sw_2014_07_02_IMG_3881,civu_sw_2014_07_02_IMG_3881_tb.jpg
,Bull Thistle,civu_sw_2014_07_02_IMG_3884.jpg,316,civu_sw_2014_07_02_IMG_3884_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/civu_sw_2014_07_02_IMG_3884_web.jpg,civu_sw_2014_07_02_IMG_3884.jpg,2014,7,2,3884,2014-07-02, 6:18:06 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/civu_sw_2014_07_02_IMG_3884_web.jpg,0,4,183,,6.3,5.310704,160,4.5,"Bull Thistle, with , and , at South Woods, 2014-07-02.",1250,5.906891,,0,civu,Bull Thistle,,,Wendy Anthony,0,,0,280,South Woods,,,,,,,,,66910,48.459875,66,,,-123.309088,,,,,,48.45987512,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/civu_sw_2014_07_02_IMG_3884_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/civu_sw_2014_07_02_IMG_3884_tb.jpg"" width=""180"" height=""135"" title=""Bull Thistle, with , and , at South Woods, 2014-07-02."" alt=""Bull Thistle, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,civu_sw_2014_07_02_IMG_3884,civu_sw_2014_07_02_IMG_3884_tb.jpg
,Bull Thistle,civu_sw_2014_07_02_IMG_3888.jpg,388,civu_sw_2014_07_02_IMG_3888_web.jpg,image:/ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/civu_sw_2014_07_02_IMG_3888_web.jpg,civu_sw_2014_07_02_IMG_3888.jpg,2014,7,2,3888,2014-07-02, 6:18:23 PM,file://ADATA HD710/UVic-Phenology-Photography/PhotoDatabase/WebPhotos-in-DB/civu_sw_2014_07_02_IMG_3888_web.jpg,0,4,183,,6.3,5.310704,160,4.5,"Bull Thistle, with , and , at South Woods, 2014-07-02.",1250,5.906891,,0,civu,Bull Thistle,,,Wendy Anthony,0,,0,280,South Woods,,,,,,,,,3365,48.459863,67,,,-123.309088,,,,,,48.45986312,,,,,,"<a name=""Summer2014""></a><a href=""http://web.uvic.ca/~wanthony/phenology/images/civu_sw_2014_07_02_IMG_3888_web.jpg""><img src=""http://web.uvic.ca/~wanthony/phenology/images/civu_sw_2014_07_02_IMG_3888_tb.jpg"" width=""180"" height=""135"" title=""Bull Thistle, with , and , at South Woods, 2014-07-02."" alt=""Bull Thistle, with , and , at South Woods, 2014-07-02."" class=""imgtb"" border=""1""></a><br>Jul 02, 2014<br>(sw)",,,,,,,,,,Wendy Anthony,2014-07-13,,,,Wendy Anthony,2014-07-13,,,civu_sw_2014_07_02_IMG_3888,civu_sw_2014_07_02_IMG_3888_tb.jpg
